,State,stateshortname,PrisonName,stateprison,longitude,latitude
0,Alabama,AL,Bibb Correctional Facility,1,-87.1627807,32.9207544
1,Alabama,AL,Bullock Correctional Facility,1,-85.6739273,32.1471443
2,Alabama,AL,William E. Donaldson Correctional Facility,1,-87.1847963,33.51405370000001
3,Alabama,AL,Easterling Correctional Facility,1,-85.58496579999999,31.6908023
4,Alabama,AL,Elmore Correctional Facility,1,-86.32133569999999,32.5744376
5,Alabama,AL,Fountain Correctional Facility,1,-87.4645704,31.1568953
6,Alabama,AL,Hamilton Aged & Infirmed,1,-87.98864379999999,34.1423235
7,Alabama,AL,Holman Correctional Facility,1,-87.45121429999999,31.1352453
8,Alabama,AL,St. Clair Correctional Facility,1,-86.38565059999999,33.7469215
9,Alabama,AL,Staton Correctional Facility,1,-86.3331571,32.57716550000001
10,Alabama,AL,Julia Tutwiler Prison for Women,1,-86.1940048,32.5640382
11,Alabama,AL,Kilby Correctional Facility,1,-86.10174370000001,32.3879038
12,Alabama,AL,Limestone Correctional Facility,1,-86.8059248,34.811017
13,Alabama,AL,Ventress Correctional Facility,1,-85.4928783,31.8889518
14,Alaska,AK,Anchorage Correctional Complex,1,-149.8567296,61.2186086
15,Alaska,AK,Anchorage Correctional Complex East,1,-149.8567296,61.2186086
16,Alaska,AK,Anchorage Correctional Complex West,1,-149.8567296,61.2186086
17,Alaska,AK,Anvil Mountain Correctional Center,1,-165.4125693,64.5372083
18,Alaska,AK,Fairbanks Correctional Center,1,-147.7591515,64.8333367
19,Alaska,AK,Goose Creek Correctional Center,1,-150.0079986,61.35979260000001
20,Alaska,AK,Hiland Mountain Correctional Center,1,-149.580061,61.30199500000001
21,Alaska,AK,Ketchikan Correctional Center,1,-131.6499571,55.3481991
22,Alaska,AK,Lemon Creek Correctional Center,1,-134.4839782,58.3623962
23,Alaska,AK,Mat-Su Pretrial Facility,1,-149.1094859,61.6023138
24,Alaska,AK,Palmer Medium and Minimum Correctional Centers,1,-154.4930619,63.588753
25,Alaska,AK,Spring Creek Correctional Center,1,-149.3380741,60.0939166
26,Alaska,AK,Wildwood Correctional Center,1,-151.3000522,60.584234
27,Alaska,AK,Wildwood Pretrial Facility,1,-151.3000461,60.58395890000001
28,Alaska,AK,Yukon-Kuskokwim Correctional Center,1,-161.7866538,60.7860621
29,Alaska,AK,Point MacKenzie Correctional Farm,1,-150.0924149,61.4186
30,Arizona,AZ,Arizona State Prison Complex – Douglas ,1,-109.6000765,31.4455211
31,Arizona,AZ,Arizona State Prison Complex – Eyman ,1,-111.3305854,33.0369974
32,Arizona,AZ,Arizona State Prison Complex – Florence ,1,-111.373139,33.0285822
33,Arizona,AZ,Arizona State Prison Complex – Lewis ,1,-112.6557775,33.2009209
34,Arizona,AZ,Arizona State Prison Complex – Perryville,1,-112.4422426,33.4710105
35,Arizona,AZ,Arizona State Prison Complex – Phoenix ,1,-112.0237862,33.4523949
36,Arizona,AZ,Arizona State Prison Complex – Safford,1,-109.5661589,32.8290654
37,Arizona,AZ,Arizona State Prison Complex – Tucson,1,-110.8593386,32.0678392
38,Arizona,AZ,Arizona State Prison Complex – Winslow ,1,-110.718345,34.9846405
39,Arizona,AZ,Arizona State Prison Complex – Yuma ,1,-114.6424863,32.4863849
40,Arkansas,AR,Barbara Ester Unit,1,-92.0830331,34.2220923
41,Arkansas,AR,Benton Unit ,1,-92.58537799999999,34.5693083
42,Arkansas,AR,Cummins Unit,1,-91.57901439999999,34.0639889
43,Arkansas,AR,Delta Regional Unit,1,-91.4149863,33.5189554
44,Arkansas,AR,East Arkansas Regional Unit ,1,-90.60000610000002,34.8491859
45,Arkansas,AR,Grimes Unit,1,-91.18799109999999,35.6260082
46,Arkansas,AR,J. Aaron Hawkins Sr. Center,1,-91.51097159999999,36.1497914
47,Arkansas,AR,Maximum Security Unit,1,-91.9153589,34.4545849
48,Arkansas,AR,McPherson Unit,1,-91.1936772,35.6256219
49,Arkansas,AR,Mississippi County Work Release Center,1,-89.9642811,35.7783972
50,Arkansas,AR,North Central Unit ,1,-92.1505389,36.1632568
51,Arkansas,AR,Northwest Arkansas Work Release Center,1,-94.1356938,36.1749452
52,Arkansas,AR,Ouachita River Unit,1,-92.8428947,34.3448845
53,Arkansas,AR,Pine Bluff Unit ,1,-92.08143919999999,34.2209507
54,Arkansas,AR,Randall L. Williams Correctional Center,1,-92.0776894,34.2218319
55,Arkansas,AR,Texarkana Regional Correction Center,1,-94.0413063,33.4263617
56,Arkansas,AR,Tucker Unit,1,-91.9099312,34.439058
57,Arkansas,AR,Willis H. Sargent Training Academy,1,-91.8318334,35.20105
58,Arkansas,AR,Varner Unit,1,-91.6082034,34.0425076
59,Arkansas,AR,Wrightsville Unit,1,-92.2194768,34.6167733
60,California,CA,Avenal State Prison,1,-120.1233101,35.9743318
61,California,CA,California City Correctional Facility,1,-117.8587484,35.1517676
62,California,CA,California Correctional Institution,1,-118.5694868,35.1133011
63,California,CA,California Health Care Facility,1,-121.1864019,37.8972065
64,California,CA,California Institution for Men,1,-117.6826422,33.981973
65,California,CA,California Institution for Women,1,-117.6348484,33.9493264
66,California,CA,California Medical Facility,1,-121.9769425,38.32927790000001
67,California,CA,California Men's Colony,1,-120.6944703,35.3253675
68,California,CA,California Rehabilitation Center,1,-117.5715198,33.9308802
69,California,CA,"California State Prison, Centinela",1,-115.7888117,32.8204948
70,California,CA,"California State Prison, Corcoran",1,-119.5508573,36.0605733
71,California,CA,"California State Prison, Los Angeles County",1,-118.227628,34.696373
72,California,CA,"California State Prison, Sacramento",1,-121.1573499,38.6916076
73,California,CA,"California State Prison, Solano",1,-121.9749219,38.3208192
74,California,CA,"California Substance Abuse Treatment Facility and State Prison, Corcoran",1,-119.5604015,36.098007
75,California,CA,Calipatria State Prison,1,-115.4847385,33.1630656
76,California,CA,Central California Women's Facility,1,-120.1498291,37.0898065
77,California,CA,Chuckawalla Valley State Prison,1,-114.9088546,33.5628161
78,California,CA,Correctional Training Facility,1,-121.3826401,36.470807
79,California,CA,Folsom State Prison,1,-121.1572053,38.6913497
80,California,CA,High Desert State Prison,1,-120.5124802,40.4106737
81,California,CA,Ironwood State Prison,1,-114.9268671,33.5606872
82,California,CA,Kern Valley State Prison,1,-119.3207594,35.7660403
83,California,CA,Mule Creek State Prison,1,-120.9537285,38.37063089999999
84,California,CA,North Kern State Prison,1,-119.3096243,35.78272949999999
85,California,CA,Pelican Bay State Prison,1,-124.1503259,41.85374789999999
86,California,CA,Pleasant Valley State Prison,1,-120.2491987,36.1296774
87,California,CA,Richard J. Donovan Correctional Facility,1,-116.9337257,32.5847064
88,California,CA,Salinas Valley State Prison,1,-121.3756429,36.4811696
89,California,CA,San Quentin State Prison,1,-122.4892327,37.9387136
90,California,CA,Sierra Conservation Center,1,-120.5380359,37.8934741
91,California,CA,Valley State Prison,1,-120.1531236,37.1011998
92,California,CA,Wasco State Prison,1,-119.4072212,35.593903
93,Colorado,CO,Arkansas Valley Correctional Facility ,1,-103.8404542,38.1892477
94,Colorado,CO,Arrowhead Correctional Center,1,-105.1561063,38.4348311
95,Colorado,CO,Buena Vista Correctional Facility ,1,-106.117628,38.82200690000001
96,Colorado,CO,Centennial Correctional Facility,1,-105.1524658,38.4375618
97,Colorado,CO,Colorado Correctional Center ,1,-106.1086379,37.7530563
98,Colorado,CO,Colorado State Penitentiary,1,-105.1579266,38.4404178
99,Colorado,CO,Colorado Territorial Correctional Facility ,1,-105.2494244,38.4373058
100,Colorado,CO,Delta Correctional Center,1,-108.0689582,38.7422062
101,Colorado,CO,Denver Reception & Diagnostic Center,1,-104.990251,39.7392358
102,Colorado,CO,Denver Women's Correctional Facility ,1,-104.8628834,39.7651016
103,Colorado,CO,Four Mile Correctional Center ,1,-106.1086379,37.7530563
104,Colorado,CO,Fremont Correctional Facility,1,-105.160995,38.4227307
105,Colorado,CO,LaVista Correctional Facility ,1,-104.6297228,38.2849302
106,Colorado,CO,Limon Correctional Facility,1,-103.6937878,39.2165582
107,Colorado,CO,Rifle Correctional Center ,1,-107.7831198,39.5347023
108,Colorado,CO,San Carlos Correctional Facility ,1,-104.6315424,38.2799147
109,Colorado,CO,Skyline Correctional Center,1,-105.7820674,39.5500507
110,Colorado,CO,Sterling Correctional Facility ,1,-103.1622869,40.6113752
111,Colorado,CO,Trinidad Correctional Facility,1,-104.2868913,37.3003414
112,Connecticut,CT,Bridgeport Correctional Center ,1,-73.20105819999999,41.19050499999999
113,Connecticut,CT,Brooklyn Correctional Institution,1,-71.95420349999999,41.7842438
114,Connecticut,CT,Cheshire Correctional Institution,1,-72.9000526,41.5214745
115,Connecticut,CT,Corrigan-Radgowski Correctional Center ,1,-72.1116828,41.4531688
116,Connecticut,CT,Garner Correctional Institution,1,-73.2721138,41.4001595
117,Connecticut,CT,Hartford Correctional Center ,1,-72.6615415,41.793534
118,Connecticut,CT,MacDougall-Walker Correctional Institution,1,-72.63769529999999,41.9500617
119,Connecticut,CT,Manson Youth Institution ,1,-72.8995496,41.5288489
120,Connecticut,CT,New Haven Correctional Center ,1,-72.9398592,41.3176058
121,Connecticut,CT,Osborn Correctional Institution ,1,-72.4971879,42.0166063
122,Connecticut,CT,Robinson Correctional Institution ,1,-72.5155915,42.015646
123,Connecticut,CT,Willard-Cybulski Correctional Institution,1,-72.506421,42.0232992
124,Connecticut,CT,York Correctional Institution,1,-72.2374802,41.3228139
125,Delaware,DE,Delores J. Baylor Women's Correctional Institution,1,-75.581426,39.7033341
126,Delaware,DE,Howard R. Young Correctional Institution ,1,-75.5297229,39.7413509
127,Delaware,DE,James T. Vaughn Correctional Center ,1,-75.5996353,39.3330245
128,Delaware,DE,Sussex Correctional Institution ,1,-75.3702148,38.6598301
129,Florida,FL,"Apalachee Correctional Institution, East Unit ",1,-84.88974879999999,30.710793
130,Florida,FL,"Apalachee Correctional Institution, West Unit",1,-84.88974879999999,30.710793
131,Florida,FL,Avon Park Correctional Institution ,1,-81.3597503,27.6621387
132,Florida,FL,Baker Correctional Institution ,1,-82.37440389999999,30.2144847
133,Florida,FL,Calhoun Correctional Institution ,1,-85.06478299999999,30.408688
134,Florida,FL,Central Florida Reception Center ,1,-81.15413660000002,28.4633896
135,Florida,FL,"Central Florida Reception Center, East Unit",1,-81.15413660000002,28.4633896
136,Florida,FL,"Central Florida Reception Center, South Unit",1,-81.15413660000002,28.4633896
137,Florida,FL,Century Correctional Institution ,1,-87.29151639999999,30.9566346
138,Florida,FL,Charlotte Correctional Institution,1,-81.9034428,26.8045727
139,Florida,FL,Columbia Correctional Institution,1,-82.5027676,30.193184
140,Florida,FL,Columbia Correctional Institution Annex ,1,-82.5027676,30.193184
141,Florida,FL,Cross City Correctional Institution,1,-83.0987298,29.6346041
142,Florida,FL,Cross City East Unit,1,-83.0867971,29.638087
143,Florida,FL,Dade Correctional Institution ,1,-80.49993909999999,25.415396
144,Florida,FL,Desoto Annex ,1,-81.8435678,27.2118463
145,Florida,FL,Everglades Correctional Institution,1,-80.4919468,25.7497243
146,Florida,FL,Florida State Prison ,1,-82.18270369999999,30.05801109999999
147,Florida,FL,"Florida State Prison, West Unit ",1,-81.5157535,27.6648274
148,Florida,FL,Florida Women's Reception Center,1,-82.1883848,29.3099196
149,Florida,FL,Franklin Correctional Institution,1,-84.6458688,29.8798973
150,Florida,FL,Gulf Correctional Institution,1,-85.2638924,30.1742915
151,Florida,FL,Gulf Correctional Institution Annex,1,-85.2638924,30.1742915
152,Florida,FL,Hamilton Correctional Institution,1,-82.9631939,30.5046671
153,Florida,FL,Hamilton Correctional Institution Annex ,1,-82.9705278,30.50377529999999
154,Florida,FL,Hardee Correctional Institution,1,-82.0117123,27.5905601
155,Florida,FL,Hernando Correctional Institution,1,-82.45414629999999,28.4830854
156,Florida,FL,Holmes Correctional Institution ,1,-85.66998819999999,30.7586889
157,Florida,FL,Homestead Correctional Institution,1,-80.4984553,25.4138124
158,Florida,FL,Jackson Correctional Institution ,1,-85.16786979999999,30.9688028
159,Florida,FL,Jefferson Correctional Institution,1,-83.79830869999999,30.51004
160,Florida,FL,Lake Correctional Institution ,1,-81.7650309,28.6229661
161,Florida,FL,Lancaster Correctional Institution ,1,-82.8631645,29.6073295
162,Florida,FL,Lawtey Correctional Institution ,1,-82.07135439999999,30.0327796
163,Florida,FL,Liberty Correctional Institution,1,-84.86501539999999,30.4652665
164,Florida,FL,Lowell Correctional Institution ,1,-82.19910039999999,29.3139117
165,Florida,FL,Lowell Annex,1,-82.19910039999999,29.3139117
166,Florida,FL,Madison Correctional Institution ,1,-83.4211536,30.4428717
167,Florida,FL,Marion Correctional Institution ,1,-82.1768417,29.3060321
168,Florida,FL,Martin Correctional Institution,1,-80.4826583,27.1975803
169,Florida,FL,Mayo Correctional Institution Annex ,1,-83.30515249999999,30.1327563
170,Florida,FL,Northwest Florida Reception Center,1,-81.5157535,27.6648274
171,Florida,FL,Northwest Florida Reception Center Annex,1,-85.6568367,30.5176927
172,Florida,FL,Okaloosa Correctional Institution ,1,-86.5240944,30.6946544
173,Florida,FL,Okeechobee Correctional Institution,1,-80.7841,27.3993504
174,Florida,FL,Polk Correctional Institution ,1,-81.7858217,28.1915708
175,Florida,FL,Putnam Correctional Institution,1,-81.5881271,29.64515299999999
176,Florida,FL,Quincy Annex,1,-84.59105799999999,30.5880468
177,Florida,FL,Reception and Medical Center ,1,-82.3564904,29.9885584
178,Florida,FL,"Reception and Medical Center, West Unit",1,-82.36789,29.9938912
179,Florida,FL,Santa Rosa Correctional Institution,1,-86.9684485,30.6452916
180,Florida,FL,Santa Rosa Correctional Institution Annex,1,-86.9684485,30.6452916
181,Florida,FL,South Florida Reception Center ,1,-80.4255427,25.8073845
182,Florida,FL,"South Florida Reception Center, South Unit ",1,-80.4229199,25.7999066
183,Florida,FL,Sumter Correctional Institution,1,-82.2045704,28.6174575
184,Florida,FL,Suwannee Correctional Institution ,1,-82.8688796,30.2380869
185,Florida,FL,Suwannee Correctional Institution Annex ,1,-82.8673535,30.2383753
186,Florida,FL,Taylor Correctional Institution,1,-83.7150949,30.0401786
187,Florida,FL,Taylor Correctional Institution Annex,1,-83.7150949,30.0401786
188,Florida,FL,Tomoka Correctional Institution,1,-81.15687000000001,29.1514046
189,Florida,FL,Union Correctional Institution ,1,-82.192696,30.0696358
190,Florida,FL,Wakulla Correctional Institution,1,-84.1744418,30.261194
191,Florida,FL,Wakulla Correctional Institution Annex ,1,-84.1744418,30.261194
192,Florida,FL,Walton Correctional Institution ,1,-86.1027907,30.7781095
193,Florida,FL,Zephyrhills Correctional Institution,1,-82.19705669999999,28.1978703
194,Georgia,GA,Arrendale State Prison,1,-83.5934012,34.4506986
195,Georgia,GA,Augusta State Medical Prison,1,-82.187621,33.4319375
196,Georgia,GA,Baldwin State Prison,1,-83.2210446,33.0253455
197,Georgia,GA,Burruss Correctional Training Center,1,-83.975264,33.0567265
198,Georgia,GA,Calhoun State Prison,1,-84.6166736,31.539756
199,Georgia,GA,Central State Prison,1,-83.7513307,32.7781645
200,Georgia,GA,Coastal State Prison,1,-81.1873482,32.1380507
201,Georgia,GA,Dodge State Prison,1,-83.1675841,32.3934551
202,Georgia,GA,Dooly State Prison,1,-83.7167539,32.2808042
203,Georgia,GA,Emanuel Women's Facility,1,-82.3567059,32.6126699
204,Georgia,GA,Georgia Diagnostic and Classification State Prison,1,-84.0614384,33.2192134
205,Georgia,GA,Hancock State Prison,1,-82.9508616,33.2457447
206,Georgia,GA,Hays State Prison,1,-85.3117347,34.50804189999999
207,Georgia,GA,Helms Facility,1,-84.3381958,33.6887794
208,Georgia,GA,Jimmy Autry State Prison,1,-84.14603009999999,31.1889076
209,Georgia,GA,Johnson State Prison,1,-82.70509760000002,32.7420715
210,Georgia,GA,Lee State Prison,1,-84.1936111,31.7635518
211,Georgia,GA,Long Unit,1,-81.8224362,31.7755541
212,Georgia,GA,Macon State Prison,1,-84.0913509,32.2589934
213,Georgia,GA,Montgomery State Prison,1,-82.5662416,32.1619422
214,Georgia,GA,Phillips State Prison,1,-83.9107214,34.0940242
215,Georgia,GA,Pulaski State Prison,1,-83.45724179999999,32.3120472
216,Georgia,GA,Rogers State Prison,1,-82.1644354,32.0036263
217,Georgia,GA,Rutledge State Prison,1,-84.8663699,32.4959948
218,Georgia,GA,Smith State Prison,1,-81.915783,31.9734076
219,Georgia,GA,S.M.U. Special Management Unit at Georgia Diagnostic and Classification State Prison,1,-82.90712300000001,32.1574351
220,Georgia,GA,Telfair State Prison,1,-82.9088732,32.0883644
221,Georgia,GA,Valdosta State Prison & Annex,1,-83.3451042,30.8583537
222,Georgia,GA,Walker State Prison,1,-85.261597,34.8095766
223,Georgia,GA,Ware State Prison,1,-82.3953247,31.2586097
224,Georgia,GA,Washington State Prison,1,-82.5953018,32.9881011
225,Georgia,GA,Whitworth Women's Facility,1,-82.9383007,34.3120882
226,Georgia,GA,Wilcox State Prison,1,-83.30078189999999,31.9861377
227,Hawaii,HI,Halawa Correctional Facility – Aiea,1,-157.8992731,21.3735655
228,Hawaii,HI,Hawaii Youth Correctional Facility – Kailua,1,-157.751885,21.3741565
229,Hawaii,HI,Kulani Correctional Facility – Hilo ,1,-155.3013889,19.5496425
230,Hawaii,HI,Waiawa Correctional Facility – Waipahu ,1,-157.961376,21.4450234
231,Hawaii,HI,Women's Community Correctional Center – Kailua,1,-157.7486283,21.3774919
232,Idaho,ID,Mountain View Transformation Center ,1,-114.7420408,44.0682019
233,Idaho,ID,Idaho State Correctional Center,1,-116.2367628,43.4701947
234,Idaho,ID,Idaho Maximum Security Institution,1,-116.2239147,43.4790447
235,Idaho,ID,Idaho State Correctional Institution,1,-116.2203273,43.4775711
236,Idaho,ID,South Boise Women's Correctional Center,1,-116.229973,43.481412
237,Idaho,ID,South Idaho Correctional Institution ,1,-116.2117081,43.4759041
238,Idaho,ID,North Idaho Correctional Institution ,1,-117.0018462,46.4152745
239,Idaho,ID,Idaho Correctional Institution - Orofino ,1,-116.2606295,46.4916131
240,Idaho,ID,Pocatello Women's Correctional Cent ,1,-112.45025,42.8430134
241,Idaho,ID,St. Anthony Work Camp ,1,-111.6821847,43.96630080000001
242,Illinois,IL,Menard Correctional Center,1,-89.8430255,37.9116378
243,Illinois,IL,Pontiac Correctional Center,1,-88.6359887,40.87106790000001
244,Illinois,IL,Stateville Correctional Center,1,-88.0897291,41.5788468
245,Illinois,IL,Northern Reception and Classification,1,-89.3985283,40.6331249
246,Illinois,IL,Dixon Correctional Center,1,-89.48252169999999,41.8735826
247,Illinois,IL,Hill Correctional Center,1,-90.4072168,40.9396688
248,Illinois,IL,Lawrence Correctional Center,1,-87.9059082,38.7284952
249,Illinois,IL,Pinckneyville Correctional Center,1,-89.32758729999999,38.0851943
250,Illinois,IL,Western Illinois Correctional Center,1,-90.7509645,39.9626199
251,Illinois,IL,Big Muddy River Correctional Center,1,-88.90695869999999,38.1307352
252,Illinois,IL,Danville Correctional Center,1,-87.5361797,40.1323502
253,Illinois,IL,Illinois River Correctional Center,1,-90.08155049999999,40.5597915
254,Illinois,IL,Menard Medium Security Unit,1,-89.83325239999999,37.9184381
255,Illinois,IL,Pontiac Medium Security Unit,1,-88.62978389999999,40.8808666
256,Illinois,IL,Shawnee Correctional Center,1,-88.7769392,37.3996734
257,Illinois,IL,Centralia Correctional Center,1,-89.1921734,38.5536852
258,Illinois,IL,Decatur Correctional Center,1,-88.9270725,39.8936452
259,Illinois,IL,Graham Correctional Center,1,-89.4739925,39.1274808
260,Illinois,IL,Lincoln Correctional Center,1,-89.38986059999999,40.1166885
261,Illinois,IL,Logan Correctional Center,1,-89.3911526,40.1135064
262,Illinois,IL,Sheridan Correctional Center,1,-88.6808953,41.5178018
263,Illinois,IL,Jacksonville Correctional Center,1,-90.17738190000001,39.7241376
264,Illinois,IL,Robinson Correctional Center,1,-87.69888430000002,39.0212454
265,Illinois,IL,Taylorville Correctional Center,1,-89.2280371,39.5139112
266,Illinois,IL,East Moline Correctional Center,1,-90.4195075,41.5330971
267,Illinois,IL,Southwestern Illinois Correctional Center,1,-87.86479609999999,38.8742719
268,Illinois,IL,Vandalia Correctional Center,1,-89.096192,39.0094889
269,Illinois,IL,Vienna Correctional Center,1,-88.7718695,37.4048766
270,Illinois,IL,Clayton Work Camp,1,-90.9616645,40.0280814
271,Illinois,IL,Dixon Springs Impact Incarceration Program,1,-88.6637631,37.3811089
272,Illinois,IL,DuQuoin Impact Incarceration Program,1,-89.2361935,38.0114393
273,Illinois,IL,East Moline Work Camps 1 and 2,1,-90.4442979,41.5008673
274,Illinois,IL,Greene County Work Camp,1,-90.3863883,39.46178039999999
275,Illinois,IL,Pittsfield Work Camp,1,-90.84682459999999,39.5976142
276,Illinois,IL,Southwestern Illinois Work Camp,1,-87.86479609999999,38.8742719
277,Illinois,IL,Stateville Minimum Security Unit,1,-88.0897291,41.5788468
278,Illinois,IL,Crossroads Adult Transition Center,1,-89.3985283,40.6331249
279,Illinois,IL,Fox Valley Adult Transition Center,1,-88.32032219999999,41.7879637
280,Illinois,IL,North Lawndale Adult Transition Center,1,-87.69738939999999,41.8681715
281,Illinois,IL,Peoria Adult Transition Center,1,-89.5933098,40.6948965
282,Indiana,IN,Branchville Correctional Facility,1,-86.6015455,38.1524008
283,Indiana,IN,Chain O'Lakes Correctional Facility - Albion,1,-85.35312119999999,41.337457
284,Indiana,IN,Correctional Industrial Facility - Pendleton,1,-85.7709304,39.974934
285,Indiana,IN,Edinburgh Correctional Facility - Edinburgh,1,-86.0404265,39.3535469
286,Indiana,IN,Heritage Trail Correctional Facility - Plainfield,1,-86.4054668,39.6920964
287,Indiana,IN,Indiana State Prison - Michigan City,1,-86.915343,41.7034274
288,Indiana,IN,Indiana Women's Prison - Indianapolis,1,-86.2902414,39.8009259
289,Indiana,IN,Indianapolis Re-entry Educational Facility - Indianapolis,1,-86.1275681,39.772008
290,Indiana,IN,Madison Correctional Facility - Madison,1,-85.4041,38.7470262
291,Indiana,IN,Miami Correctional Facility - Bunker Hill,1,-86.1328719,40.6443646
292,Indiana,IN,New Castle Correctional Facility  - New Castle,1,-85.37029319999999,39.9650605
293,Indiana,IN,Pendleton Correctional Facility - Pendleton,1,-85.7587976,39.9821155
294,Indiana,IN,Plainfield Correctional Facility - Plainfield,1,-86.41674239999999,39.691106
295,Indiana,IN,Putnamville Correctional Facility - Greencastle,1,-86.88592609999999,39.5669408
296,Indiana,IN,Reception Diagnostic Center - Plainfield,1,-86.4163094,39.68937529999999
297,Indiana,IN,Rockville Correctional Facility - Rockville,1,-87.25393,39.775835
298,Indiana,IN,South Bend Community Re-entry Center - South Bend,1,-86.3111223,41.7221752
299,Indiana,IN,Wabash Valley Correctional Facility - Carlisle,1,-87.40343519999999,38.9767758
300,Indiana,IN,Westville Correctional Facility - Westville,1,-86.9136204,41.5264274
301,Iowa,IA,Anamosa State Penitentiary - Anamosa,1,-91.291243,42.1113641
302,Iowa,IA,Clarinda Correctional Facility - Clarinda,1,-95.0374514,40.7608562
303,Iowa,IA,Fort Dodge Correctional Facility - Fort Dodge,1,-94.1938021,42.4844252
